sysid,sysname,year,assigned_month,yr_mo_d,sum_min,num_trip,sysname_alt
1,"Blue Bikes (Boston, MA)",2019,1,1/2/2019 0:00,32187,2623,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/3/2019 0:00,36632,2993,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/4/2019 0:00,43345,3379,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/5/2019 0:00,9177,782,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/6/2019 0:00,21476,1620,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/7/2019 0:00,32297,2858,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/8/2019 0:00,34698,2970,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/9/2019 0:00,40676,3375,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/10/2019 0:00,39484,3320,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/11/2019 0:00,30072,2636,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/12/2019 0:00,13959,1227,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/13/2019 0:00,13246,1157,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/14/2019 0:00,33418,3000,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/15/2019 0:00,38170,3291,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/16/2019 0:00,40472,3552,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/17/2019 0:00,34999,3136,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/18/2019 0:00,40791,3271,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/19/2019 0:00,17688,1380,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/21/2019 0:00,2556,151,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/22/2019 0:00,13923,932,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/23/2019 0:00,23469,1799,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/24/2019 0:00,17562,1486,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/25/2019 0:00,36072,3012,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/26/2019 0:00,23610,1718,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/27/2019 0:00,29650,1908,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/28/2019 0:00,37524,3256,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/29/2019 0:00,36907,3236,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/30/2019 0:00,30046,2553,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,1/31/2019 0:00,17799,1638,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,2/1/2019 0:00,24194,2203,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,2/2/2019 0:00,18233,1568,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/3/2019 0:00,27262,2059,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/4/2019 0:00,63234,4764,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/5/2019 0:00,89227,5806,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/6/2019 0:00,47325,4045,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/7/2019 0:00,42725,3719,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/8/2019 0:00,50194,3850,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/9/2019 0:00,25699,1818,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/10/2019 0:00,26443,1961,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/11/2019 0:00,42721,3787,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/12/2019 0:00,24384,2163,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/13/2019 0:00,30655,2630,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/14/2019 0:00,42189,3622,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/15/2019 0:00,39754,3378,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/16/2019 0:00,36660,2326,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/17/2019 0:00,33193,2077,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/18/2019 0:00,10457,955,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/19/2019 0:00,30721,2789,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/20/2019 0:00,33506,3154,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/21/2019 0:00,34602,2895,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/22/2019 0:00,45859,3725,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/23/2019 0:00,36174,2418,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/24/2019 0:00,12638,1077,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/25/2019 0:00,30625,2889,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/26/2019 0:00,31727,3045,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/27/2019 0:00,31115,2976,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,2/28/2019 0:00,25527,2329,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,3/1/2019 0:00,38484,3187,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,3/2/2019 0:00,9510,835,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/3/2019 0:00,23910,1843,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/4/2019 0:00,14307,1258,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/5/2019 0:00,31740,2718,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/6/2019 0:00,29043,2615,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/7/2019 0:00,31175,2756,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/8/2019 0:00,34124,2856,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/9/2019 0:00,29551,2085,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/10/2019 0:00,7127,672,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/11/2019 0:00,46603,3723,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/12/2019 0:00,45594,3853,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/13/2019 0:00,45839,3874,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/14/2019 0:00,58195,4479,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/15/2019 0:00,67660,4541,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/16/2019 0:00,48584,2676,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/17/2019 0:00,39706,2306,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/18/2019 0:00,46954,3762,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/19/2019 0:00,50788,4112,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/20/2019 0:00,58919,4508,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/21/2019 0:00,55438,4425,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/22/2019 0:00,23785,2005,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/23/2019 0:00,36652,2258,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/24/2019 0:00,86041,3550,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/25/2019 0:00,60931,4551,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/26/2019 0:00,54240,4384,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/27/2019 0:00,56149,4413,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/28/2019 0:00,65292,4833,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/29/2019 0:00,57297,4157,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,3/30/2019 0:00,145473,5780,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,3/31/2019 0:00,48954,2617,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/1/2019 0:00,62106,4658,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/2/2019 0:00,72209,5466,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/3/2019 0:00,66283,4896,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/4/2019 0:00,69495,5340,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/5/2019 0:00,63209,4855,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/6/2019 0:00,157603,6087,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/7/2019 0:00,135314,5630,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/8/2019 0:00,33231,2769,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/9/2019 0:00,53536,4428,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/10/2019 0:00,63289,5087,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/11/2019 0:00,85745,6129,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/12/2019 0:00,78356,5711,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/13/2019 0:00,175160,6924,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/14/2019 0:00,148716,6422,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/15/2019 0:00,75946,4573,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/16/2019 0:00,100058,6452,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/17/2019 0:00,109757,7204,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/18/2019 0:00,74318,5515,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/19/2019 0:00,128750,7383,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/20/2019 0:00,66742,3622,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/21/2019 0:00,119122,5326,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/22/2019 0:00,47285,3499,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/23/2019 0:00,80797,6216,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/24/2019 0:00,119521,7896,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/25/2019 0:00,126702,8272,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/26/2019 0:00,38868,3369,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/27/2019 0:00,81146,4594,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/28/2019 0:00,68077,4037,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/29/2019 0:00,111030,7330,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,4/30/2019 0:00,75597,5716,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,5/1/2019 0:00,95647,7202,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,5/2/2019 0:00,67705,5421,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,5/3/2019 0:00,81212,6049,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,5/4/2019 0:00,100072,5328,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/5/2019 0:00,78446,4617,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/6/2019 0:00,116449,7820,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/7/2019 0:00,113979,7811,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/8/2019 0:00,133012,8856,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/9/2019 0:00,120538,8363,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/10/2019 0:00,100391,7071,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/11/2019 0:00,187069,8022,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/12/2019 0:00,18363,1473,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/13/2019 0:00,68019,5186,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/14/2019 0:00,57395,4780,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/15/2019 0:00,111072,7893,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/16/2019 0:00,132501,8691,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/17/2019 0:00,88431,5783,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/18/2019 0:00,208307,8832,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/19/2019 0:00,118638,5839,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/20/2019 0:00,133958,8414,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/21/2019 0:00,146914,9385,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/22/2019 0:00,138855,8965,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/23/2019 0:00,118960,8211,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/24/2019 0:00,121973,7874,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/25/2019 0:00,183609,7591,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/26/2019 0:00,205474,7634,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/27/2019 0:00,204331,8134,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/28/2019 0:00,59703,4523,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/29/2019 0:00,103445,7559,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/30/2019 0:00,128624,8560,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,5/31/2019 0:00,154622,9354,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,6/1/2019 0:00,160040,7328,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/2/2019 0:00,148292,6893,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/3/2019 0:00,146576,9289,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/4/2019 0:00,158609,10002,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/5/2019 0:00,164755,10453,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/6/2019 0:00,154305,9939,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/7/2019 0:00,193632,10827,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/8/2019 0:00,226316,9504,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/9/2019 0:00,210887,8842,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/10/2019 0:00,166610,10069,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/11/2019 0:00,133466,7991,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/12/2019 0:00,190818,11707,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/13/2019 0:00,58853,4505,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/14/2019 0:00,173633,10376,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/15/2019 0:00,218527,9315,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/16/2019 0:00,61173,3672,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/17/2019 0:00,175465,10607,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/18/2019 0:00,114036,7932,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/19/2019 0:00,173027,10937,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/20/2019 0:00,102100,7061,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/21/2019 0:00,133521,8576,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/22/2019 0:00,222785,9618,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/23/2019 0:00,231176,9835,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/24/2019 0:00,183469,10627,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/25/2019 0:00,119768,8360,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/26/2019 0:00,186683,11393,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/27/2019 0:00,189980,11627,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/28/2019 0:00,186406,11039,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,6/29/2019 0:00,146886,7102,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,6/30/2019 0:00,126066,6405,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/1/2019 0:00,184187,10795,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/2/2019 0:00,183358,11152,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/3/2019 0:00,172760,10322,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/4/2019 0:00,304966,10646,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/5/2019 0:00,173123,8236,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/6/2019 0:00,116861,5331,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/7/2019 0:00,213138,9164,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/8/2019 0:00,185660,11115,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/9/2019 0:00,182545,11427,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/10/2019 0:00,176707,11152,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/11/2019 0:00,185033,11327,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/12/2019 0:00,138092,8753,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/13/2019 0:00,212771,9761,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/14/2019 0:00,207869,9304,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/15/2019 0:00,192479,11485,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/16/2019 0:00,196264,12117,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/17/2019 0:00,134571,9176,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/18/2019 0:00,155621,10104,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/19/2019 0:00,184674,11101,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/20/2019 0:00,128581,6722,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/21/2019 0:00,140220,7190,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/22/2019 0:00,147306,9529,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/23/2019 0:00,120303,7897,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/24/2019 0:00,214004,12771,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/25/2019 0:00,216572,13123,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/26/2019 0:00,212770,12330,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/27/2019 0:00,231171,9985,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/28/2019 0:00,196549,8997,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/29/2019 0:00,178417,11272,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/30/2019 0:00,183206,11952,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,7/31/2019 0:00,147797,10100,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,8/1/2019 0:00,205521,12979,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,8/2/2019 0:00,211393,12243,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,8/3/2019 0:00,203567,9413,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/4/2019 0:00,228162,9765,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/5/2019 0:00,202691,12265,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/6/2019 0:00,195393,12554,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/7/2019 0:00,172180,11114,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/8/2019 0:00,181522,11727,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/9/2019 0:00,197351,11882,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/10/2019 0:00,271333,11253,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/11/2019 0:00,224347,9955,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/12/2019 0:00,195669,11783,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/13/2019 0:00,168142,11146,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/14/2019 0:00,193620,12062,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,8,8/15/2019 0:00,196079,12125,"Boston Metro, MA (Blue Bikes)"
